Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive
595215,Owen,Charves,Owen Charves,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,Bachelor,Urban,32808.0,Married,Star,1/10/2019,,2688.86,Standard,1
707999,Rozanne,Turlich,Rozanne Turlich,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Bachelor,Rural,89771.0,Married,Star,5/31/2019,1/31/2020,2688.86,Standard,0
910373,Mandy,Wener,Mandy Wener,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,32808.0,Married,Star,11/12/2016,6/7/2019,2688.86,Standard,0
939204,Bridgett,Stampe,Bridgett Stampe,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Suburban,89771.0,Married,Star,11/19/2017,7/19/2018,2688.86,Standard,0
101540,Carmen,Lafontaine,Carmen Lafontaine,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Bachelor,Urban,50719.0,Single,Star,5/28/2020,,2688.88,Standard,1
268630,Treva,Forand,Treva Forand,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Rural,26554.0,Married,Star,2/22/2019,,2689.17,Standard,1
272114,Ayanna,Knarr,Ayanna Knarr,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,26554.0,Married,Star,8/30/2021,,2689.17,Standard,1
634850,Tomeka,Wolsdorf,Tomeka Wolsdorf,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,Bachelor,Rural,87313.0,Divorced,Star,12/6/2018,,2690.07,Standard,1
214504,Alden,Bucaro,Alden Bucaro,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,60060.0,Married,Star,12/19/2016,,2690.48,Standard,1
411296,Gerald,Kot,Gerald Kot,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Urban,60060.0,Married,Star,4/20/2021,,2690.48,2021 Promotion,1
225279,Leida,Kubiak,Leida Kubiak,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,48329.0,Married,Star,2/24/2021,,2690.78,2021 Promotion,1
370093,Priscilla,Thramer,Priscilla Thramer,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,Bachelor,Urban,82108.0,Divorced,Star,2/7/2017,,2691.22,Standard,1
968943,Lorilee,Maslowski,Lorilee Maslowski,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,Bachelor,Rural,82108.0,Divorced,Star,12/10/2017,,2691.22,Standard,1
184090,Kylie,Alleyne,Kylie Alleyne,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,male,Master,Rural,21959.0,Married,Star,8/13/2020,,2691.38,Standard,1
867056,Classie,Parsa,Classie Parsa,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Master,Rural,21959.0,Married,Star,7/20/2018,,2691.38,Standard,1
316666,Laurice,Benet,Laurice Benet,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Urban,77411.0,Married,Star,5/15/2021,,2691.57,Standard,1
346678,Kathey,Radune,Kathey Radune,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Urban,77411.0,Married,Star,6/4/2015,,2691.57,Standard,1
118729,Maryanne,Geitner,Maryanne Geitner,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,33104.0,Married,Star,9/21/2020,5/21/2021,2691.6,Standard,0
316633,Meda,Rentschler,Meda Rentschler,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,Bachelor,Rural,33104.0,Married,Star,9/12/2020,,2691.6,Standard,1
605926,Reva,Gruzinsky,Reva Gruzinsky,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Rural,34322.0,Married,Star,12/19/2016,,2691.7,Standard,1
934212,Libbie,Suggitt,Libbie Suggitt,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Rural,34322.0,Married,Star,10/10/2015,,2691.7,Standard,1
234454,Hyun,Corolis,Hyun Corolis,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Suburban,92593.0,Single,Star,8/13/2021,4/13/2019,2692.06,Standard,0
624621,Fern,Stauss,Fern Stauss,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Rural,92593.0,Single,Star,5/6/2015,,2692.06,Standard,1
298327,Annetta,Mordino,Annetta Mordino,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,63684.0,Single,Star,2/18/2019,,2693.53,Standard,1
405442,Machelle,Reisch,Machelle Reisch,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Suburban,63684.0,Single,Star,5/24/2015,,2693.53,Standard,1
350910,Bess,Stambaugh,Bess Stambaugh,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Urban,0.0,Single,Star,3/25/2021,6/27/2016,2693.61,2021 Promotion,0
622906,Estefana,Bellue,Estefana Bellue,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Urban,0.0,Single,Star,5/11/2016,,2693.61,Standard,1
137852,Myrle,Manganello,Myrle Manganello,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Suburban,29038.0,Married,Star,3/18/2021,,2693.66,2021 Promotion,1
723591,Katrina,Minnier,Katrina Minnier,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,Bachelor,Rural,29038.0,Married,Star,10/6/2017,,2693.66,Standard,1
693295,Everett,Ascensio,Everett Ascensio,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Rural,0.0,Married,Star,5/3/2019,,2693.76,2021 Promotion,1
801832,Jonna,Cutbirth,Jonna Cutbirth,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Suburban,0.0,Married,Star,10/3/2021,,2693.76,Standard,1
125969,Ailene,Trimble,Ailene Trimble,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Rural,26744.0,Married,Star,8/16/2019,,2694.6,2021 Promotion,1
776139,Julio,Furfey,Julio Furfey,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Rural,26744.0,Married,Star,9/10/2015,,2694.6,Standard,1
827546,Laurena,Castiglia,Laurena Castiglia,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Suburban,32720.0,Divorced,Star,10/29/2017,,2695.18,Standard,1
834120,Marti,Cocuzza,Marti Cocuzza,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Urban,32720.0,Divorced,Star,10/28/2015,,2695.18,Standard,1
300845,Cathi,Rayome,Cathi Rayome,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,College,Rural,0.0,Single,Star,12/24/2016,,2695.35,Standard,1
308891,Iliana,Burde,Iliana Burde,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,College,Rural,0.0,Single,Star,1/28/2021,,2695.35,Standard,1
373888,Tinisha,Tagupa,Tinisha Tagupa,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Suburban,0.0,Single,Star,6/4/2021,,2695.46,Standard,1
545087,Dottie,Jellinek,Dottie Jellinek,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,College,Suburban,0.0,Single,Star,5/1/2020,,2695.46,Standard,1
203773,Troy,Pieters,Troy Pieters,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,25544.0,Married,Star,5/22/2021,,2695.96,Standard,1
983524,Indira,Falconeri,Indira Falconeri,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,Bachelor,Rural,25544.0,Married,Star,4/7/2021,,2695.96,2021 Promotion,1
478107,Kelle,Hagenbuch,Kelle Hagenbuch,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Suburban,60462.0,Married,Star,10/27/2020,,2697.33,Standard,1
684081,Carmelo,Milcher,Carmelo Milcher,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Suburban,60462.0,Married,Star,9/5/2021,,2697.33,Standard,1
298343,Domingo,Njie,Domingo Njie,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,95399.0,Married,Star,9/21/2017,,2698.01,Standard,1
480239,Marge,Rosso,Marge Rosso,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,95399.0,Married,Star,5/17/2016,,2698.01,Standard,1
234895,Malcom,Barresi,Malcom Barresi,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Bachelor,Suburban,40154.0,Married,Star,8/5/2020,,2698.05,Standard,1
262176,Miyoko,Hegel,Miyoko Hegel,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Urban,88867.0,Single,Star,12/8/2015,,2698.36,Standard,1
266148,Carolynn,Akahi,Carolynn Akahi,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,88867.0,Single,Star,5/28/2020,,2698.36,Standard,1
678454,Melvin,Ladson,Melvin Ladson,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Rural,76025.0,Married,Star,4/23/2016,,2698.69,Standard,1
920840,Roxanna,Trusello,Roxanna Trusello,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Bachelor,Suburban,89362.0,Single,Star,9/24/2016,,2700.68,Standard,1
565242,Vashti,Dossett,Vashti Dossett,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,79292.0,Married,Star,1/7/2021,,2700.99,Standard,1
838482,Sina,Reinschmidt,Sina Reinschmidt,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Urban,79292.0,Married,Star,10/21/2017,,2700.99,Standard,1
104267,Leighann,Hausmann,Leighann Hausmann,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Urban,39141.0,Married,Star,3/20/2021,,2701.04,2021 Promotion,1
127410,Kizzy,Daw,Kizzy Daw,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Urban,76310.0,Married,Star,7/21/2019,,2701.49,Standard,1
382983,Luetta,Ezpeleta,Luetta Ezpeleta,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,76310.0,Married,Star,12/9/2021,,2701.49,Standard,1
116703,Ramiro,Stubblefield,Ramiro Stubblefield,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,46370.0,Married,Star,5/28/2017,,2702.38,Standard,1
388777,Herma,Gant,Herma Gant,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Rural,46370.0,Married,Star,7/28/2019,,2702.38,Standard,1
536485,Deloras,Rosenbaum,Deloras Rosenbaum,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Doctor,Rural,22415.0,Married,Star,7/28/2015,,2702.69,Standard,1
282532,Daina,Nall,Daina Nall,Canada,Quebec,Montreal,45.50169,-73.567253,H3J 5I6,female,College,Urban,0.0,Married,Star,6/28/2021,,2703.27,Standard,1
601775,Zachariah,Grondahl,Zachariah Grondahl,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,female,College,Rural,0.0,Married,Star,4/8/2019,,2703.27,Standard,1
344627,Warner,Winek,Warner Winek,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,College,Rural,0.0,Married,Star,1/27/2016,,2703.47,Standard,1
557525,Maryalice,Arbeiter,Maryalice Arbeiter,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Suburban,0.0,Married,Star,2/27/2018,,2703.47,Standard,1
650377,Elvie,Beecham,Elvie Beecham,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,male,Master,Urban,24173.0,Married,Star,9/8/2016,,2704.54,Standard,1
832046,Caron,Lavista,Caron Lavista,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,male,Master,Rural,24173.0,Married,Star,5/13/2021,,2704.54,Standard,1
310965,Maricela,Sherley,Maricela Sherley,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Suburban,0.0,Single,Star,5/19/2019,,2705.99,Standard,1
571215,Terisa,Hynd,Terisa Hynd,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Suburban,0.0,Single,Star,2/26/2020,,2705.99,Standard,1
131558,Christie,Dettor,Christie Dettor,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,High School or Below,Rural,22664.0,Divorced,Star,5/29/2020,,2706.61,Standard,1
680304,Milissa,Caswell,Milissa Caswell,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,High School or Below,Suburban,22664.0,Divorced,Star,11/21/2019,7/21/2020,2706.61,Standard,0
454356,Monty,Polen,Monty Polen,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Urban,80985.0,Married,Star,6/25/2021,,2707.21,Standard,1
589394,Maren,Menkin,Maren Menkin,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Suburban,80985.0,Married,Star,12/5/2015,,2707.21,Standard,1
487823,Marya,Propper,Marya Propper,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Urban,51455.0,Married,Star,3/8/2019,5/4/2020,2707.43,Standard,0
790813,Ahmad,Adrian,Ahmad Adrian,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Bachelor,Suburban,53807.0,Divorced,Star,10/8/2016,,2708.02,Standard,1
416216,Zona,Alvardo,Zona Alvardo,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Urban,58828.0,Married,Star,5/10/2015,,2709.54,Standard,1
667901,Tana,Duce,Tana Duce,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,58828.0,Married,Star,6/7/2019,,2709.54,Standard,1
813681,Sydney,Miyamoto,Sydney Miyamoto,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Suburban,0.0,Married,Star,4/2/2016,,2710.12,Standard,1
599078,Vivienne,Frikken,Vivienne Frikken,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,College,Rural,0.0,Married,Star,11/21/2020,,2710.15,Standard,1
733350,Domenic,Mccain,Domenic Mccain,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Rural,31998.0,Married,Star,11/6/2015,,2710.81,Standard,1
931622,Daisy,Starner,Daisy Starner,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,31998.0,Married,Star,11/18/2020,,2710.81,Standard,1
822811,Gertrude,Beavin,Gertrude Beavin,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,College,Urban,0.0,Single,Star,3/9/2020,3/7/2021,2710.92,Standard,0
991056,Nicole,Santai,Nicole Santai,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,College,Suburban,0.0,Single,Star,6/15/2020,,2710.92,Standard,1
604681,Marianna,Wileman,Marianna Wileman,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,College,Rural,0.0,Single,Star,3/29/2016,,2711.9,Standard,1
777118,Jeraldine,Arnao,Jeraldine Arnao,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,College,Suburban,0.0,Single,Star,6/5/2017,,2711.9,Standard,1
433020,Micheline,Biggar,Micheline Biggar,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Urban,39618.0,Married,Star,3/25/2021,11/25/2021,2712.83,2021 Promotion,0
595236,Dorian,Hessling,Dorian Hessling,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Urban,39618.0,Married,Star,5/9/2021,,2712.83,Standard,1
275244,Loretta,Woelfel,Loretta Woelfel,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,female,Bachelor,Rural,58508.0,Single,Star,6/18/2017,,2712.92,Standard,1
604328,Hue,Sakshaug,Hue Sakshaug,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,31535.0,Single,Star,12/29/2021,,2713.37,Standard,1
697917,Nu,Fenlon,Nu Fenlon,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Suburban,31535.0,Single,Star,9/9/2021,,2713.37,Standard,1
615201,Micheline,Zaya,Micheline Zaya,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,College,Rural,0.0,Married,Star,4/29/2016,,2713.56,Standard,1
721639,Jolynn,Pluemer,Jolynn Pluemer,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Married,Star,10/24/2017,5/30/2020,2713.56,Standard,0
628130,Jocelyn,Dominiak,Jocelyn Dominiak,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,88545.0,Married,Star,4/3/2018,,2714.65,Standard,1
854998,Nickie,Mattiace,Nickie Mattiace,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,88545.0,Married,Star,4/19/2020,,2714.65,Standard,1
118628,Alpha,Mijangos,Alpha Mijangos,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,High School or Below,Rural,20848.0,Married,Star,9/21/2019,,2715.69,Standard,1
712584,Vina,Scaia,Vina Scaia,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Urban,0.0,Married,Star,4/3/2021,,2716.19,2021 Promotion,1
136334,Pete,Faughn,Pete Faughn,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Urban,66463.0,Married,Star,4/26/2019,,2717.78,Standard,1
479359,Sandy,Vichi,Sandy Vichi,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Rural,66463.0,Married,Star,10/25/2015,,2717.78,Standard,1
169137,Maris,Miner,Maris Miner,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Urban,30009.0,Married,Star,1/27/2020,,2718.38,Standard,1
184306,Lawrence,Woodside,Lawrence Woodside,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,30009.0,Married,Star,12/11/2015,,2718.38,Standard,1
708343,Nanci,Biancardi,Nanci Biancardi,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Bachelor,Suburban,81799.0,Married,Star,10/20/2017,,2719.26,Standard,1
746377,Eric,Rodriguez,Eric Rodriguez,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Suburban,81799.0,Married,Star,7/28/2021,,2719.26,Standard,1
588445,Melodee,Eayrs,Melodee Eayrs,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Rural,37703.0,Divorced,Star,1/15/2017,,2719.43,Standard,1
975412,Grant,Gathje,Grant Gathje,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Suburban,37703.0,Divorced,Star,12/31/2019,,2719.43,Standard,1
129171,Katelyn,Jubic,Katelyn Jubic,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Master,Rural,14030.0,Married,Star,7/18/2021,,2719.51,Standard,1
274410,Kendal,Balding,Kendal Balding,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Master,Rural,14030.0,Married,Star,9/9/2020,,2719.51,Standard,1
277587,Myrl,Laviero,Myrl Laviero,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Master,Suburban,14030.0,Married,Star,5/19/2020,,2719.51,Standard,1
389429,Georgetta,Gerow,Georgetta Gerow,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Master,Rural,14030.0,Married,Star,8/12/2019,,2719.51,Standard,1
600302,Abbey,Lesslie,Abbey Lesslie,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Master,Rural,14030.0,Married,Star,2/22/2020,,2719.51,Standard,1
786966,Corrine,Whitehorse,Corrine Whitehorse,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Master,Suburban,14030.0,Married,Star,3/18/2020,11/18/2020,2719.51,Standard,0
795155,Dale,Wehmeier,Dale Wehmeier,Canada,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,female,Master,Urban,14030.0,Married,Star,11/4/2021,,2719.51,Standard,1
836713,Dannie,Legaspi,Dannie Legaspi,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Master,Suburban,14030.0,Married,Star,12/20/2017,,2719.51,Standard,1
919117,Royce,All,Royce All,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Master,Rural,14030.0,Married,Star,6/11/2017,,2719.51,Standard,1
940796,Kiana,Kessans,Kiana Kessans,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Master,Urban,14030.0,Married,Star,8/24/2015,,2719.51,Standard,1
236003,Melynda,Buretta,Melynda Buretta,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,41005.0,Single,Star,1/4/2018,,2719.85,Standard,1
584458,Elois,Vizcarra,Elois Vizcarra,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,41005.0,Single,Star,8/18/2015,,2719.85,Standard,1
227804,Casie,Pough,Casie Pough,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Urban,97719.0,Married,Star,5/6/2020,,2721.59,Standard,1
458072,Hollis,Maizes,Hollis Maizes,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Urban,43278.0,Married,Star,4/26/2018,,2721.59,Standard,1
832810,Gayle,Lero,Gayle Lero,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,Bachelor,Rural,43278.0,Married,Star,12/1/2021,,2721.59,Standard,1
949974,Carman,Sobie,Carman Sobie,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Urban,97719.0,Married,Star,5/1/2021,,2721.59,Standard,1
661054,Tenesha,Lucksinger,Tenesha Lucksinger,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,High School or Below,Urban,22885.0,Married,Star,9/4/2015,,2721.75,Standard,1
901987,Jewel,Savinar,Jewel Savinar,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,High School or Below,Suburban,22885.0,Married,Star,9/7/2016,,2721.75,Standard,1
158680,Abigail,Schissler,Abigail Schissler,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,High School or Below,Rural,17576.0,Married,Star,3/30/2018,12/28/2021,2722.21,Standard,0
287088,Aurelia,Monsma,Aurelia Monsma,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,High School or Below,Rural,17576.0,Married,Star,5/28/2017,,2722.21,Standard,1
331078,Jalisa,Schlotfeldt,Jalisa Schlotfeldt,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,female,High School or Below,Urban,17576.0,Married,Star,2/19/2017,,2722.21,Standard,1
383627,Marti,Frohman,Marti Frohman,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,High School or Below,Suburban,17576.0,Married,Star,5/26/2016,,2722.21,Standard,1
411690,Joline,Lipira,Joline Lipira,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,High School or Below,Rural,17576.0,Married,Star,2/27/2018,,2722.21,Standard,1
503025,Shella,Taube,Shella Taube,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,High School or Below,Urban,17576.0,Married,Star,11/30/2021,,2722.21,Standard,1
517940,Giselle,Walko,Giselle Walko,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,High School or Below,Suburban,17576.0,Married,Star,8/1/2021,4/1/2019,2722.21,Standard,0
679607,Les,Frydman,Les Frydman,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,High School or Below,Rural,17576.0,Married,Star,7/6/2017,,2722.21,Standard,1
854902,Billi,Roach,Billi Roach,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,High School or Below,Urban,17576.0,Married,Star,10/3/2018,,2722.21,Standard,1
981664,Shirly,Troglin,Shirly Troglin,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,High School or Below,Rural,17576.0,Married,Star,5/22/2018,,2722.21,Standard,1
992631,Jeanene,Walmsley,Jeanene Walmsley,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,High School or Below,Urban,17576.0,Married,Star,4/26/2018,12/26/2018,2722.21,Standard,0
255509,Yasmine,Frodge,Yasmine Frodge,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Urban,58620.0,Divorced,Star,1/27/2020,,2722.41,Standard,1
641103,Yaeko,Cech,Yaeko Cech,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Rural,58620.0,Divorced,Star,8/29/2019,11/7/2021,2722.41,Standard,0
670210,Marsha,Yearout,Marsha Yearout,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Doctor,Urban,20867.0,Married,Star,2/17/2016,,2722.99,Standard,1
938324,Yang,Wagaman,Yang Wagaman,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Doctor,Urban,20867.0,Married,Star,10/14/2017,,2722.99,Standard,1
653973,Pearle,Rous,Pearle Rous,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Urban,0.0,Married,Star,5/26/2020,,2724.26,Standard,1
589427,Masako,Polio,Masako Polio,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,female,College,Urban,0.0,Divorced,Star,11/25/2020,,2724.43,Standard,1
194758,Tanner,Klinko,Tanner Klinko,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,81605.0,Married,Star,4/4/2020,,2725.19,Standard,1
973111,Jayna,Gackle,Jayna Gackle,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Rural,81605.0,Married,Star,5/11/2016,,2725.19,Standard,1
124085,Tera,Mcwright,Tera Mcwright,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Rural,45025.0,Married,Star,7/12/2020,9/5/2021,2725.32,Standard,0
933968,Carmella,Krostag,Carmella Krostag,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,45025.0,Married,Star,2/13/2019,,2725.32,Standard,1
